file,page,sentence,hits
scanned_300/SCANNEDdockets notices proofs scanned_0003/court docs ppo cust scanned_0031.pdf,1,"///// , 2 :00prr-i A hearing on the violation is scheduled for Time in accordance with MCR 3.708(F).",violation
scanned_300/SCANNEDdockets notices proofs scanned_0003/court docs ppo cust scanned_0031.pdf,1,The respondent shall reimburse Name of state or local unit of government in relation to the violation as follows' Z 13.,violation
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0028.pdf,1,"and JUDGE !5TATE OF MICHIGAN ORDER TO SHOW (,AUSE 14th JUDkC1AL CIRCUIT FOR VJOLATING VALID PERSON,'tL/ Muskegon couN' FOREIGN PROTECTION ORDER .?n?,thazm,a!tefOc o;te o ?, f tiDun letepnOW nO.",protection order
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0029.pdf,1,O D N PE R C S 'lR O DE N R AL/ :ln the matterorcontempt of dd 'ball ----.-...-.-.-.-.-1 Court telephone no.,contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0029.pdf,1,Aberic!at warrant shall 'oe.iasueid ;or ffle respciicierit's rirrest tu Ein:'ivC': -E lcontempt chargs F:r vie!;sa;irig a vai:o' personal/ forbigri protecticri crder.,contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0027.pdf,1,"STATE OF MICHIGAN OCAS eNO a.n .d.iuDaE 14th JUDICIAL CIRCUIT ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAu Muskegon COUNTY FOREIGN PROTECTION ORDER 1%!€ Jeer oj__,*8n m3 -?-t?f coun aoaress Court telephone no.",protection order
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0027.pdf,1,The respondent is ordered to appear before this court on 4111/20 2a4 flo am at Date and time [XI the court address above [Z courtroom number G n to show cause why the respondent should not be held in contempt for violating a valid personal/foreign protection order.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0027.pdf,1,"Failure to appear for this contempt hearing may result in a berch warrant being issued for the respondent's, arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0027.pdf,1,A bench warrant shall be issued for the respondent's arrest to answer a contempt charge for violating a valid personal/ foreign protection order.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0023.pdf,1,-9P FOR WOLATING VALID PERSONAL/ Muskegon COUNTY FOREIGN PROTECTION ORDER In the matter of contempt of COurt address Court telephone no.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0023.pdf,1,"The respondent is ordered to appear before this court on 11/18/20 2a5 '11:3 0AM Rf Date and time 'Q the court address above G-4THFLOOR-INPERSON cou,lr00mnum5P, L-i to show cause why the respondent should not be'held in contempt for violating a valid personal/foreign protection order.","contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0023.pdf,1,Faifure to appear for this contempt hearing may result in a bench warrant being issued for the respondent's arrest.,contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0023.pdf,1,Abench warrant shall be issued for the respondent's arrest to answer a contempt charge for violating a valid personal/ foreign protection order.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0024.pdf,1,"Muskegon, Ml 49442 231-72 4-6234 Aa'e;ess ariditele5iione no,wh+:re rriiir+ C3rt.'4.aCh petitioher 1]'/v)/2024 The court has reviewed the motion to show cause tiaml ,qnrl ' Date IT IS ORDERED: ,'it Date and lime [% thq coiii't address above !'K courttoorri nurribpr G ""- 4'h Flo(ir n to shcw c='iuse why the resporic{ent s)iould not be t'ielc liri contempt for vicilating a valid per:griat/foreign protection uiiier,l'ai,14H:4i,'i4)icai.r<,,:iii'iio;.aiicayii'i;Xrisaiii'igrha'3tre':i.ii:=ii:'=-i""-'r'a:""r-ai!""""'r""j""""""""'-""""""'i""""'a""!""""iderlt'=: ai'rest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0025.pdf,1,and JUDGE 14th JUDICIAL CIRCUIT ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAL/ Muskegon COUNTY In the matter of contempt of FOREIGN PROTECTION ORDER COurt address Court telephone no.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0025.pdf,1,"FTh""SJ 'Ak V A%a OFa 4enk\,oessph"",_ ,cwol3;4a rrreen apcehtitioner N8' SW5 Ml L'l""lLltA1 1 LIL-IS cast-(,e,A'S- lto' 3/26/2025 The court has reviewed the motion to show cause daterl Date IT IS ORDERED 4/22/2025 at 3:30 pm 1 .Th erespond ies notrder eto dappe abrefo rtehi scou rotn Daleandti'me [K the court address above Courtroom G - 4th Floor - In Person A courtroom number n to show cause why the respondent should not be held in contempt for viotating a valid personal/foreign protection order.","contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0025.pdf,1,Failure to appear for this contempt hearing may result in a bench warrant being issued for the respondent's arrest.,contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0025.pdf,1,Abenchwarrantshallbeissuedfortherespondent'sarresttoansweracontemptchargeforviolatingavalidpersonal/ foreign protection order.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0026.pdf,1,"STATE OF MICHIGAN II """""" i0 CAS NEO a.n dJtiDG E"" "" 14th JUDICIAL cmcurrl : FORoVl""Ool=A"":lrNoGsV""AoLlwDcP""ERuSs0'aNAL/ COUNTYI Muskeoon FOREIGN PROTECTION ORDER .a?H r,;;r; efflyT voun auaress {X>urt tefephone no.",protection order
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0026.pdf,1,The respondent is ordered to appear before this at Date and time [Xtlie court address above (Xlcounroom number Courtroom G - 4tli Floo r- In Person (1 to show cause why the respondent shouid not be held in contempt Fo rviolating a vaiid personal/foreign protection ortier.,contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0026.pdf,1,Failure to appear for this contempt hearing may result in a bench wanant being isaued for the respondent'a arrest.,contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0026.pdf,1,Abench warrant shall be Issued forthe responderit's arrest to answer a contempt charge forviolatlng a valid personal/ foreign protection order.,"contempt,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0021.pdf,1,"MI 49442 (231 ) 724-6251 Date: FRIDAY MAY 16, 2025 TO: ANDREW TIGORS 1977 WHITEHALL RD TRLR 17 MUSKEGON, MI 4':44S ADeNfeDnRdaEnnaWmt/ReepspIoGnOdeRntS's v YOU ARE DIRECTED TO APPEAR AS FOLLOWS: ',l For: PPO 'vIOLATION HEARING Date: '.HURSDAY JUNE 12, 2025 Location: HALL OF JUSTICE, 4TH FLOOR J T u .i r m is e t: : JE 2 N :0 N 0 Y P L.","ppo,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0022.pdf,1,"'->-S(7o7-W' Motion To Modify, Extend, Or Terminate Personal Protection Order (3/23) CaseNo.",protection order
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0018.pdf,1,"PAGE I ST ATE OF MICHIGAN 1 4TH CIRCUIT COURT JUDICIAL CIRCUIT MUSKEGON COUNTY 990 TERRACE STREET, (231 )724-6819 MUSKEGON, MI 49442 Date: TUESDAY JANUARY 07, 2025 TO: ANDREW PIGORS 1977 WHITEHALL RD TRLR 17 MUSKEGON M 49445 ;:i;::::;;'s 4 ma e name uD;feI)nndaEin wt/Rep""IOCino""P:ntsS v YOU ARE DIFIECTED TO APPEAR AS FOLIOWS; 1) For: ppo v:roba'non HEARING Location: HALL OF JUSTICE 4TH FLOOR Date: TUESDAY FEBRUARY 04, 2025 990 TERRACE STREET, SUITE 434 Time: 3:00 PM MUSKEGON MI 49442 Jurist: JENNY L.",ppo
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0018.pdf,1,MCNEILL Courtroom: Courtroom #CCG Comments: All parties to appear via ZOOM for Probation Violation Hearing.,violation
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0018.pdf,1,"FAILURE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0019.pdf,1,"FAILURE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0020.pdf,1,"PAGE 1 990 TERRACE STREET, (231 )724-6251 MUSKEGON MI 49442 Date: THURSDAY APRIL 11 2024 TO: ANDREW PIGORS 2160 GARLAND DR NORTON SHORES MI 49441 name PE'Ma""I""Lf lOY us/nPaem'We'Ao""TaSr ADeNfeDnRda Enwt/RePspIoGnOdeRntS's V YOLI ARE DIRECTED TO APPEAR AS FOLLOWS: 1) For: PPO VIOLATION HEARING Location: HALL OF JUSIICE, 4TH FLOOR Date: TUESDAY APRIL 23, 2024 990 TERRACE STREET, SUITE 434 Time: 10 :OO AM MUSKEGON MI 49442 Jurist: JENNY L.","ppo,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0020.pdf,1,"FAILURE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0017.pdf,1,"PAGE 1 990 TERRACE STREET, (231 )724-6251 MUSKEGON MI 49442 Date: TUESDAY APRIL 22, 2025 TO: ANDREW PIGORS 1977 WHITEHALL RD TRLR 17 MUSKEGON MI 4944Ei name EP'ManI'Lf fYu/nPaamlWe'Ao""TaS' uD;feI)nn""IE""W t/Rep""zOCinode:RntsS O "" YOU ARE DIRECTED TO APPEAR AS FOLLOWS: 1) For: PPO VIOLATION HEARING Location: HALL OF JUSTICE, 4TH FLOOR Date: FRIDAY MAY 16, 2025 990 TERRACE STREET, SUITE 434 Time: 2:00 PM MUSKEGON MI 49442 Jurist: JENNY L.","ppo,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0017.pdf,1,MCNEILL Courtroom: Courtroom #CCG Comments: All parties to appear in person for a PPO Violation Hearing.,"ppo,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0017.pdf,1,"FAILLIRE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0011.pdf,1,"PAGE I 990 TERRACE STREET (231 )724-6251 MUSKEGON MI 49442 Date: TUESDAY NOVEMBER 1 8, 2025 TO: ANDREW PIGORS 1977 WHITEHALL RD TRLR 17 MUSKEGON MI 49445 Plaintiff/Petitioner's name name ADeNfeDnRda EnWt/RePspIoGnOdeRnSt's EMILY WATSON v YOU ARE DIRECTED TO APPEAR AS FOLLOWS: 1) For: PPO VIOLATION HEARING Location: HALL OF JUSTICE, 4TH FLOOR Date: FRIDAY DECEMBER 05, 2025 990 TERRACE STREET, SUITE 434 Time: 11 :OO AM MUSKEGON MI 49442 Jurist: JENNY L.","ppo,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0011.pdf,1,MCNEILL Courtroom: Courtroom #CCG Comments: All parties to appear in person for PPO Violation.,"ppo,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0011.pdf,1,"FAILURE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0014.pdf,1,"FAILURE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0008.pdf,1,"SPhGCRs V ffiEM,YANW S o O n N WdeAn Tt l Custody, Parenting Time, Child Support Order This notice has also been sent to: JENNIFER L.",ppo
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0009.pdf,1,"MCNEILL Courtroom: Courtroom #CCG Comments: RE: DEFENDANT'S OBJECTION TO EXPARTE ORDER FOR CUSTODY, PARENTING TIME AND CHILD SUPPORT FOLLOWING FIG, VIA ZOOM 2) Far: PRETRIAL SETTLEMENT CONFERENCE Location: HALL OF JUSTICE, 4TH FLOOR Date: FRIDAY MAY 24, 2024 990 TERRACE STREET, SUITE 434 Time: 11 :30 AM MUSKEGON, MI 49442 Jurist: JENNY L.",ppo
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0009.pdf,1,"FAILLIRE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0010.pdf,1,"FAILURE TO APPEAR in a criminal case may subject you to the penalty for contempt of court, and a bench warrant may be issued for your arrest.",contempt
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0004.pdf,1,"AMAYASHOI UCCVPFK Muskegon County REL2 10 6 REGISTER OF ACTIONS 9 / 11 /2 5 11: 0 0 : 5 4 Pg: 4 Caseload Dsp: OEP Crt : C 14 61 Jur: MCNEILL Re f : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS 38 11/27/2024 P 001 RNU ORDER ORDER ON MOTION TO MODIFY, EXTEND, OR TERMINATE PERSONAL PROTECTION ORDER 39 11/27/2024 D 001 RNU ORDER ORDER ON MOTION TO MODIFY, EXTEND, OR TERMINATE PERSONAL PROTECTION ORDER **GRANTED EXTENDED TO 12/4/2025** **EMAILED TO PD** 40 11 / 27 / 2024 ILW PROOF OF SERVICE PROOF OF SERVICE RE:ORDER TO EXTEND PPO TO 12/04/2025 0N BOTH PTYS & WITH NSPD 41 11/27/2024 ZTJ ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER 42 11 /27/2024 ZTJ MOTION TO SHOW CAUSE MOTION TO SHOW CAUSE SET NEXT DATE: HRG 01/07/2025 11:30 AM MCNEILL COURTROOM: CCG HALL OF JUSTCIE 4TH FLOOR ROOM G 43 12 /04/2024 P 001 ZTJ PROOF OF SERVICE PROOF OF SERVICE 44 12/05/2024 D 001 RNU PROOF OF SERVICE PROOF OF SERVICE 45 12/09/2024 ZTJ MOTION FILED MOTION TO MODIFY, EXTEND, OR TERMINATE PPO 46 12/09/2024 ZTJ ORDER ORDER (GENERIC) ** ORDER REGARDING DOCUMENTS ATTACHED TO THE MOTION TO TERMINATE PPO ** SET NEXT DATE: HRG 01/07/2025 11:30 AM MCNEILL COURTR","ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0005.pdf,1,"A.MAYASHO1 UCCVPFK Muskegon County REL2 10 6 REGISTER OF ACTIONS 9 / 11 / 2 5 11: 0 0 :5 4 Pg: 5 Caseload Dsp: OEP Crt : C 14 61 Jur: MCNEILL Ref : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS ORDER 53 01 / 07 / 2025 D 001 RNU ORDER ORDER ON MOTION TO MODIFY, EXTEND, OR TERMINATE PERSONAL PROTECTION ORDER 54 01 / 07 / 2025 RNU ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER 55 01 /07/2025 RNU REQUEST FOR COURT APPOINTED ATTORNEY AND ORDER REQUEST FOR APPOINTMENT OF ATTORNEY AND AFFIDAVIT OF INDIGENCY 56 02 /04/2025 MSC PERSONAL PROTECTION ORDER HEARING HEARING ADJOURNED UNTIL 2/28/25 @ 2:00PM 57 02/04/2025 PMR SET CASE ON CALENDAR PPO Hearing Adjourned for PD office to review evidence SET NEXT DATE: PPOV 02/28/2025 2:00 PM MCNEILL COURTROOM: CCG All parties to appear via zoom for PPO Violation Hearing.","ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0005.pdf,1,"58 02/04/2025 RNU MOTION FILED MOTION TO MODIFY, EXTEND, OR TERMINATE PPO (DENIED) 59 02/05/2025 RNU ORDER ORDER ON MOTION TO MODIFY, EXTEND, OR TERMINATE PERSONAL PROTECTION ORDER 02/24/2025 RNU PETITION & ORDER TO SHOW CAUSE MOTION AND ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAL FOREIGN PROTECTION ORDER SET NEXT DATE: PPOH 04/22/2025 3:30 PM MCNEILL COURTROOM: CCG IN PERSON HEARING 4TH FLOOR ROOM G 61 02/28/2025 D 001 MSC PPO VIOLATION HEARING DUGUID/MARTINI FOUND GUILTY AFTER HEARING SENTENED TO 14 DAYS MCJ 02/28/2025 D 001 MSC PPO VIOLATION SENTENCING DUGUID/MARTINI SENTENCED TO 14 DAYS MUST REPORT TO JAIL BY 5PM 2/28/25 SECOND VIOLATION/ 14 DAYS HELD IN ABEYANCE AFTER FIRST VIOLATION 02/28/2025 RNU JAIL MITTIMUS 02/28/2025 RNU ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER 03/04/2025 001 RNU BENCH WARRANT ISSUED BENCH WARRANT ISSUED 66 03/10/2025 RNU CORRES PONDENCE CORRES PONDENCE 03 /25 /2025 D 001 RNU BENCH WARRANT RETURNED","ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0006.pdf,1,AMAYASHOI UCCVPFK Muskegon County REL2106 REGISTER OF ACTIONS 9/11/25 11:00:54 Pg: 6 Caseload Dsp: OEP Crt : C 14 61 Jur: MCNEILL Ref : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS BENCH WARRANT RETURNED MLK 68 04/01/2025 PETITION & ORDER TO SHOW CAUSE MOTION AND ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAL FOREIGN PROTECTION ORDER SET NEXT DATE : PPOH 04/22/2025 3 :30 PM MCNEILL COURTROOM : CCG IN PERSON 4TH FLOOR ROOM G RNU D 001 69 04/18/2025 PROOF OF SERVICE PROOF OF SERVICE RNU 70 04/18/2025 MOTION FILED MOTION TO DISMISS RNU D 001 71 04/22/2025 ORDER ATTORNEY : CAMPANELLI ORDER/REQUEST FOR COURT APPOINTED ATTORNEY RNU D 001 72 04/22/2025 REQUEST FOR COURT APPOINTED ATTORNEY AND ORDER ORDER/REQUEST FOR COURT APPOINTED ATTORNEY PMR 04 /22 /2025 SET CASE ON CALENDAR For Violations #5 & #6 SET NEXT DATE: PPOV 05/16/2025 2:00 PM MCNEILL COURTROOM: CCG All parties to appear in person f-or a PPO Violation Hearing.,"ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0006.pdf,1,MSC D 001 04/22/2025 SHOW CAUSE HEARING BOTH PARTIES APPEARED NOT GUILTY PLEA REQ FOR ATTORNEY HD 5/16/25 2PM RNU 04/22/2025 ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER RNU D 001 76 04/22/2025 PROOF OF SERVICE PROOF OF SERVICE MLK D 001 77 04 /29/2025 PROOF OF SERVICE PROOF OF SERVICE PMR 78 05 /16 /2025 SET CASE ON CALENDAR SET NEXT DATE : PPOV 06/12/2025 2:00 PM MCNEILL COURTROOM: CCG All parties to appear in person for a PPO Violation Hearing.,"ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0006.pdf,1,MSC D 001 79 05/16/2025 PPO VIOLATION HEARING SWEARS/DELACRUZ VIOLATION HEAR ADJOURNED PPO AMENDED #3 MSC D 001 80 05 /16/2025 PERSONAL PROTECTION ORDER HEARING SWEARS/DELACRUZ MOTION TO DISMISS STRICKEN MLK P 001 81 05/16/2025 NOTICE TO APPEAR NOTICE TO APPEAR MLK D 001 82 05/16/2025,"ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0007.pdf,1,"AMAYASHOI UCCVPFK Muskegon County REL2106 REGISTER OF ACTIONS 9/11/25 11:00:54 Pg: 7 Caseload Dsp: OEP Crt : C 14 61 Jur: MCNEILL Ref : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS NOTICE TO APPEAR NOTICE TO APPEAR 83 05/16/2025 D 001 MLK PROOF OF SERVICE PROOF OF SERVICE MLK 84 05/16/2025 ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER AMENDED EXP 12/4/2025 85 05/19/2025 MLK ORDER ORDER ON MOTION TO MODIFY, EXTEND, OR TERMINATE PERSONAL PROTECTION ORDER MLK 90 05 /19/2025 EX PARTE ORDER PERSONAL PROTECTION ORDER (DOMESTIC) SAA 86 06 /05/2025 CORRESPONDENCE: NORTON SHORES PD REPORT 87 06/12/2025 D 001 MSC PPO VIOLATION HEARING SWEARS/MARTINI GUILTY PLEA ON BOTH VIOLATIONS 88 06/12/2025 D 001 MSC PPO VIOLATION SENTENCING SWEARS/MARTINI SENTENCE 45 DAYS FOR EACH VIOL ,9ioo.oo FINE DUE60 DAYS MLK 89 06/12/2025 EXHIBIT LIST EXHIBIT LOG FILED 91 06/12/2025 D 001 MLK PROOF OF SERVICE PROOF OF SERVICE MLK 92 06/12/2025 ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER **** END OF SUMMARY **** * * * END OF REPORT * * *","ppo,protection order,violation"
